Protocol,Source IP,Source Port,Destination IP,Destination Port,Start Time,End Time,Duration,NAT IP,NAT Port,Device,UserID,SubscriberID,CustName,Address,Email,Phone,Alt-Phone,CustID,IP Type,Latitude,Longitude,B-Phone,B-SubscriberID,B-CustName
TCP,176.188.182.230,7054,78.25.110.26,443,2025-08-26-21:45:23,2025-08-26-21:46:12,49,176.188.182.230,0,CGNAT-001,user0048,SUB100048,Myra Reddy,"1, Nehru Marg, Chennai, India",myra.reddy841@yahoo.com,917782639821,917782639658,CUST200048,dynamic,13.04302,80.24078,+917852775864,SUB837522,Aadhya Yadav
TCP,173.164.94.179,51943,12.185.30.136,443,2025-08-24-13:51:03,2025-08-24-13:55:49,286,173.164.94.179,0,CGNAT-005,user0135,SUB100135,Vihaan Sharma,"134, Park Street, Pune, India",vihaan.sharma586@outlook.com,916581995604,916581995618,CUST200135,dynamic,18.49875,73.86619,+916595054680,,Vivaan Singh
TCP,192.168.165.93,62611,65.31.111.163,22,2025-08-27-02:23:16,2025-08-27-02:26:25,189,77.206.72.142,17614,BRAS-009,user0026,SUB100026,Vivaan Mehta,"41, Bannerghatta Rd, Lucknow, India",vivaan.mehta919@example.in,917172788957,917172788868,CUST200026,dynamic,26.80299,80.93661,+917565721954,,Aarav Khan
TCP,100.121.93.94,36181,90.155.137.221,443,2025-08-23-18:43:05,2025-08-23-18:46:59,234,140.137.127.229,64933,BRAS-007,user0005,SUB100005,Ishita Khan,"153, Bannerghatta Rd, Bengaluru, India",ishita.khan391@example.in,919532871012,919532871691,CUST200005,dynamic,12.99798,77.61793,+917722339958,SUB303122,Aarohi Reddy
ICMP,192.168.129.182,0,169.78.67.115,0,2025-08-27-23:50:40,2025-08-27-23:54:52,252,50.195.187.153,52571,CGNAT-003,user0180,SUB100180,Aarohi Singh,"108, Park Street, Mumbai, India",aarohi.singh751@example.in,916570433154,916570433006,CUST200180,dynamic,19.07142,72.8892,,404451819894595,
TCP,100.117.65.138,29478,132.128.118.172,443,2025-08-27-08:45:01,2025-08-27-08:47:51,170,126.153.22.82,15168,BRAS-005,user0144,SUB100144,Aarav Das,"51, Bannerghatta Rd, Lucknow, India",aarav.das334@yahoo.com,917796603341,917796603182,CUST200144,static,26.83793,80.9431,+917371409539,SUB321341,
TCP,100.94.65.189,31891,62.99.85.8,5061,2025-08-28-23:40:55,2025-08-28-23:43:45,170,93.107.78.2,35399,CGNAT-003,user0292,SUB100292,Vivaan Bose,"138, Gandhi Path, Mumbai, India",vivaan.bose532@outlook.com,919569998808,919569998770,CUST200292,static,19.09743,72.93762,+916959523831,SUB472141,Anika Gupta
UDP,172.26.130.157,17527,223.11.99.100,53,2025-08-24-15:40:42,2025-08-24-15:43:31,169,212.65.65.213,43545,BRAS-011,user0184,SUB100184,Muhammad Verma,"95, Gandhi Path, Ahmedabad, India",muhammad.verma190@example.in,916324171467,916324171418,CUST200184,dynamic,23.02857,72.59673,+918964481746,,Aarav Das
TCP,8.27.197.151,24356,81.178.83.15,5061,2025-08-23-02:10:08,2025-08-23-02:10:55,47,8.27.197.151,0,CGNAT-001,user0296,SUB100296,Vivaan Khan,"207, MG Road, Chennai, India",vivaan.khan557@example.in,918474212309,918474212077,CUST200296,dynamic,13.13734,80.22115,+917367046891,SUB593747,
TCP,8.41.91.254,40075,102.160.237.5,443,2025-08-26-06:00:51,2025-08-26-06:04:32,221,8.41.91.254,0,BRAS-001,user0134,SUB100134,Arjun Das,"143, JLN Marg, Mumbai, India",arjun.das460@example.in,919551104754,919551104212,CUST200134,dynamic,19.07759,72.8777,,404456735930226,
TCP,172.20.124.96,50710,145.48.98.203,443,2025-08-29-17:01:08,2025-08-29-17:04:35,207,44.22.77.197,61170,CGNAT-004,user0001,SUB100001,Sai Reddy,"68, MG Road, Mumbai, India",sai.reddy619@yahoo.com,918026542351,918026542615,CUST200001,dynamic,19.09851,72.90592,+916111278843,SUB499662,Sai Shah
TCP,100.122.12.13,64732,69.7.50.169,5222,2025-08-24-12:34:26,2025-08-24-12:35:19,53,36.82.38.14,56371,BRAS-001,user0192,SUB100192,Ira Sharma,"223, Bannerghatta Rd, Kolkata, India",ira.sharma984@outlook.com,918345786103,918345786797,CUST200192,dynamic,22.52456,88.34008,+919843087600,404454973349058,Aarav Kumar
ICMP,10.16.61.82,0,28.36.241.3,0,2025-08-27-01:23:59,2025-08-27-01:25:00,61,107.245.49.250,10048,BRAS-005,user0116,SUB100116,Vivaan Pandey,"15, Bannerghatta Rd, Lucknow, India",vivaan.pandey829@example.in,917982258713,917982258718,CUST200116,static,26.85617,80.98238,+919858562027,,Vivaan Jain
TCP,10.76.198.19,44142,79.200.106.234,443,2025-08-28-12:30:12,2025-08-28-12:30:42,30,87.239.102.31,2541,BRAS-008,user0049,SUB100049,Ishita Bose,"220, Gandhi Path, Ahmedabad, India",ishita.bose240@example.in,919278755886,919278755533,CUST200049,static,23.03449,72.54424,+918460547375,,Krishna Mehta
TCP,35.167.36.232,60586,197.147.73.210,443,2025-08-24-08:27:59,2025-08-24-08:30:31,152,35.167.36.232,0,BRAS-008,user0075,SUB100075,Aarohi Singh,"95, Nehru Marg, Mumbai, India",aarohi.singh59@gmail.com,919177449058,919177449477,CUST200075,static,19.07124,72.84663,+916500764717,SUB361610,Diya Rao
UDP,192.168.48.39,48311,36.105.152.11,20043,2025-08-28-23:54:50,2025-08-28-23:56:42,112,20.35.172.202,53288,CGNAT-001,user0043,SUB100043,Reyansh Tiwari,"11, Gandhi Path, Jaipur, India",reyansh.tiwari613@gmail.com,918994717464,918994717877,CUST200043,dynamic,26.89832,75.78767,+916885288940,,Aarohi Shah
TCP,192.168.254.103,27310,117.241.175.185,22,2025-08-23-09:37:08,2025-08-23-09:40:38,210,222.114.172.36,11959,BRAS-005,user0185,SUB100185,Reyansh Reddy,"194, Ring Road, Mumbai, India",reyansh.reddy995@example.in,916477434902,916477434158,CUST200185,static,19.07634,72.91757,+919229309048,SUB978172,Ananya Rao
TCP,100.121.253.184,44791,177.32.103.217,22,2025-08-29-19:03:45,2025-08-29-19:05:25,100,46.228.203.190,53854,CGNAT-001,user0172,SUB100172,Vivaan Reddy,"227, Park Street, Kolkata, India",vivaan.reddy457@yahoo.com,916296670662,916296670324,CUST200172,static,22.62109,88.302,+919226094671,,Pari Reddy
TCP,172.24.221.55,23967,87.155.212.37,22,2025-08-29-09:26:58,2025-08-29-09:30:29,211,183.4.127.66,45385,CGNAT-003,user0189,SUB100189,Myra Bose,"69, Link Road, Pune, India",myra.bose943@example.in,919024629960,919024629530,CUST200189,static,18.56853,73.84297,+916734596557,SUB786462,Aadhya Nair
TCP,204.85.240.120,40583,149.168.93.193,80,2025-08-28-11:48:10,2025-08-28-11:49:01,51,204.85.240.120,0,BRAS-004,user0206,SUB100206,Ishita Nair,"11, Nehru Marg, Chennai, India",ishita.nair896@outlook.com,919218114374,919218114701,CUST200206,dynamic,13.06235,80.29318,,,Ayaan Rao
TCP,192.168.88.18,21514,176.74.144.143,80,2025-08-26-01:08:16,2025-08-26-01:10:09,113,212.44.15.250,24451,CGNAT-003,user0220,SUB100220,Muhammad Patel,"217, Nehru Marg, Chennai, India",muhammad.patel599@outlook.com,919212281606,919212281842,CUST200220,static,13.07702,80.28056,+916964008134,SUB956277,Ishaan Kumar
TCP,172.24.179.121,28269,63.88.238.106,443,2025-08-26-09:06:31,2025-08-26-09:06:56,25,216.95.24.207,8079,CGNAT-002,user0036,SUB100036,Aadhya Gupta,"170, Ring Road, Mumbai, India",aadhya.gupta314@outlook.com,916367837770,916367837436,CUST200036,dynamic,19.04842,72.89261,+916744000867,SUB365197,Aditya Gupta
TCP,172.29.136.161,21829,108.85.107.133,443,2025-08-24-06:04:20,2025-08-24-06:08:24,244,22.61.11.36,44788,CGNAT-003,user0262,SUB100262,Myra Patel,"189, Gandhi Path, Jaipur, India",myra.patel733@outlook.com,916649308536,916649308663,CUST200262,dynamic,26.95451,75.77402,+917641470617,,Aarohi Iyer
ICMP,10.44.126.38,0,134.149.134.74,0,2025-08-29-18:36:39,2025-08-29-18:38:57,138,192.213.122.215,28831,CGNAT-004,user0292,SUB100292,Vivaan Bose,"138, Gandhi Path, Mumbai, India",vivaan.bose532@outlook.com,919569998808,919569998770,CUST200292,static,19.09743,72.93762,+919675704135,SUB670307,
TCP,10.150.210.229,4904,21.118.75.63,443,2025-08-25-15:42:35,2025-08-25-15:45:02,147,159.22.114.64,62163,BRAS-008,user0184,SUB100184,Muhammad Verma,"95, Gandhi Path, Ahmedabad, India",muhammad.verma190@example.in,916324171467,916324171418,CUST200184,dynamic,23.02857,72.59673,,SUB925301,Vihaan Khan
UDP,172.30.196.101,23045,190.166.187.98,30665,2025-08-26-02:09:34,2025-08-26-02:11:20,106,158.83.209.85,40195,BRAS-010,user0249,SUB100249,Sai Nair,"81, Link Road, Mumbai, India",sai.nair488@outlook.com,917565880434,917565880651,CUST200249,static,19.01628,72.83285,+919488688511,,Riya Mehta
ICMP,192.168.184.155,0,210.37.199.244,0,2025-08-28-15:14:49,2025-08-28-15:16:30,101,157.148.96.28,54862,CGNAT-004,user0203,SUB100203,Saanvi Das,"141, Nehru Marg, Delhi, India",saanvi.das127@example.in,916648909010,916648909167,CUST200203,dynamic,28.61037,77.23389,+917209398190,404456791939090,Ananya Sharma
TCP,10.242.152.185,50869,200.25.220.181,80,2025-08-28-19:20:01,2025-08-28-19:22:26,145,44.89.173.188,63431,BRAS-002,user0223,SUB100223,Saanvi Reddy,"206, JLN Marg, Jaipur, India",saanvi.reddy527@yahoo.com,917993056164,917993056408,CUST200223,dynamic,26.94442,75.77736,+917566076157,,
TCP,192.168.217.168,20144,14.163.161.138,80,2025-08-28-13:26:44,2025-08-28-13:30:51,247,23.39.212.136,44118,BRAS-008,user0210,SUB100210,Saanvi Nair,"249, Nehru Marg, Bengaluru, India",saanvi.nair339@outlook.com,919289002877,919289002175,CUST200210,static,12.97436,77.56948,+918302221401,404457213086711,Vihaan Mehta
ICMP,192.168.11.212,0,201.18.40.15,0,2025-08-24-08:38:55,2025-08-24-08:39:40,45,219.232.205.14,45557,BRAS-004,user0071,SUB100071,Muhammad Patel,"102, MG Road, Bengaluru, India",muhammad.patel74@yahoo.com,917244510762,917244510683,CUST200071,dynamic,12.90764,77.60263,,,Ananya Das
TCP,172.23.138.199,25343,119.112.92.221,443,2025-08-28-22:04:39,2025-08-28-22:09:38,299,92.159.180.46,51297,BRAS-003,user0068,SUB100068,Pari Nair,"192, JLN Marg, Lucknow, India",pari.nair94@gmail.com,918024455022,918024455612,CUST200068,static,26.85611,80.97134,+918578721285,SUB330357,
UDP,192.168.74.246,50076,49.175.100.18,53,2025-08-29-18:58:52,2025-08-29-19:00:41,109,151.41.12.3,2615,BRAS-007,user0166,SUB100166,Sara Tiwari,"61, Gandhi Path, Delhi, India",sara.tiwari543@outlook.com,917206038505,917206038641,CUST200166,dynamic,28.59293,77.17859,+918962984504,404452123466631,
UDP,172.22.249.92,15771,175.136.118.26,17633,2025-08-24-05:42:29,2025-08-24-05:43:53,84,157.115.17.118,25436,CGNAT-005,user0244,SUB100244,Ira Tiwari,"154, Gandhi Path, Pune, India",ira.tiwari949@example.in,917138658902,917138658012,CUST200244,static,18.49485,73.87667,+917276673532,SUB508544,Krishna Singh
TCP,10.82.24.244,10662,29.92.121.93,5222,2025-08-24-17:01:42,2025-08-24-17:05:52,250,4.11.114.51,27762,BRAS-005,user0186,SUB100186,Sara Sharma,"244, Bannerghatta Rd, Pune, India",sara.sharma124@outlook.com,919868793741,919868793089,CUST200186,static,18.5461,73.88195,,,Aarohi Das
TCP,192.168.207.20,30640,130.93.34.181,80,2025-08-29-15:33:35,2025-08-29-15:34:19,44,16.113.117.195,60642,BRAS-005,user0133,SUB100133,Ayaan Tiwari,"69, Park Street, Mumbai, India",ayaan.tiwari85@gmail.com,919735866296,919735866943,CUST200133,dynamic,19.08066,72.88825,+917105036199,SUB255780,Myra Rao
TCP,10.190.95.37,34016,209.241.223.114,443,2025-08-25-05:39:57,2025-08-25-05:40:55,58,13.183.26.150,48940,BRAS-006,user0022,SUB100022,Ananya Bose,"231, Nehru Marg, Mumbai, India",ananya.bose738@gmail.com,917406088356,917406088595,CUST200022,dynamic,19.0795,72.88426,+919160056321,SUB438124,
TCP,172.22.90.103,5973,55.195.200.248,22,2025-08-24-16:45:59,2025-08-24-16:48:31,152,145.52.6.165,59999,CGNAT-003,user0048,SUB100048,Myra Reddy,"1, Nehru Marg, Chennai, India",myra.reddy841@yahoo.com,917782639821,917782639658,CUST200048,dynamic,13.04302,80.24078,+918592429908,SUB356917,Aarav Nair
TCP,10.197.219.53,9996,174.180.177.61,5223,2025-08-26-17:44:34,2025-08-26-17:48:34,240,6.227.63.69,24550,BRAS-001,user0223,SUB100223,Saanvi Reddy,"206, JLN Marg, Jaipur, India",saanvi.reddy527@yahoo.com,917993056164,917993056408,CUST200223,dynamic,26.94442,75.77736,+916635432895,,Ira Kumar
TCP,192.168.88.165,49552,20.186.201.184,5223,2025-08-27-07:09:15,2025-08-27-07:11:56,161,217.182.156.64,40008,BRAS-002,user0045,SUB100045,Myra Iyer,"83, Station Rd, Jaipur, India",myra.iyer259@yahoo.com,919551256746,919551256071,CUST200045,dynamic,26.93236,75.78435,+916550987565,SUB411261,Aditya Rao
TCP,192.168.13.23,12661,198.175.99.169,5060,2025-08-24-13:44:11,2025-08-24-13:44:12,1,2.166.114.125,54033,BRAS-008,user0236,SUB100236,Reyansh Gupta,"123, Bannerghatta Rd, Hyderabad, India",reyansh.gupta692@example.in,916843222591,916843222651,CUST200236,static,17.37647,78.49226,+919933150992,SUB131047,Vihaan Das
UDP,10.227.21.255,62636,14.39.127.245,53,2025-08-28-21:38:35,2025-08-28-21:41:22,167,54.138.62.171,49833,BRAS-011,user0204,SUB100204,Arjun Gupta,"201, Station Rd, Mumbai, India",arjun.gupta117@yahoo.com,916461849926,916461849891,CUST200204,dynamic,19.01621,72.83881,+919192107749,SUB663002,Ira Das
TCP,100.112.184.9,16604,69.174.240.147,80,2025-08-29-22:00:44,2025-08-29-22:00:45,1,101.135.161.176,4119,BRAS-007,user0071,SUB100071,Muhammad Patel,"102, MG Road, Bengaluru, India",muhammad.patel74@yahoo.com,917244510762,917244510683,CUST200071,dynamic,12.90764,77.60263,+916283116342,SUB910475,Krishna Yadav
UDP,100.107.123.158,42012,61.118.198.90,21174,2025-08-23-15:26:09,2025-08-23-15:28:36,147,89.21.150.227,20527,BRAS-004,user0137,SUB100137,Ira Verma,"243, Church Street, Pune, India",ira.verma618@yahoo.com,917406596575,917406596924,CUST200137,dynamic,18.5676,73.86828,+917629719697,404452253085669,Ananya Mehta
TCP,172.29.72.28,9685,18.89.7.54,443,2025-08-29-11:25:00,2025-08-29-11:25:17,17,140.169.114.75,44607,BRAS-004,user0205,SUB100205,Muhammad Bose,"4, Station Rd, Ahmedabad, India",muhammad.bose3@outlook.com,917483564208,917483564375,CUST200205,static,22.97803,72.50139,+919621975725,404455463113776,Ananya Nair
UDP,192.168.96.20,36773,38.30.33.128,53,2025-08-29-03:35:15,2025-08-29-03:37:06,111,15.99.34.175,7613,BRAS-008,user0068,SUB100068,Pari Nair,"192, JLN Marg, Lucknow, India",pari.nair94@gmail.com,918024455022,918024455612,CUST200068,static,26.85611,80.97134,+919632558249,SUB846362,Aditya Rao
TCP,172.21.201.95,12414,175.101.107.240,5060,2025-08-24-02:47:45,2025-08-24-02:50:30,165,203.204.212.255,16493,CGNAT-002,user0080,SUB100080,Krishna Pandey,"113, MG Road, Bengaluru, India",krishna.pandey739@outlook.com,916888059296,916888059229,CUST200080,dynamic,12.94265,77.57284,,SUB650525,Saanvi Rao
TCP,100.78.57.146,1616,166.4.239.199,80,2025-08-24-17:26:08,2025-08-24-17:29:02,174,106.83.116.123,56146,BRAS-008,user0131,SUB100131,Ayaan Sharma,"62, Ring Road, Bengaluru, India",ayaan.sharma578@outlook.com,916489025039,916489025614,CUST200131,dynamic,12.97857,77.57794,+916296862397,SUB638162,Aadhya Reddy
UDP,10.119.66.98,39854,109.172.82.128,53,2025-08-26-06:42:21,2025-08-26-06:44:27,126,191.196.28.140,34465,BRAS-002,user0091,SUB100091,Ananya Iyer,"116, Link Road, Kolkata, India",ananya.iyer696@outlook.com,917029702135,917029702690,CUST200091,dynamic,22.56027,88.39709,,SUB447065,Aadhya Singh
UDP,192.168.33.33,46817,121.80.205.32,18034,2025-08-29-16:37:47,2025-08-29-16:38:27,40,20.174.209.86,17865,BRAS-004,user0143,SUB100143,Vihaan Sharma,"164, Gandhi Path, Pune, India",vihaan.sharma191@outlook.com,918123828258,918123828736,CUST200143,dynamic,18.52831,73.85827,+916321888027,SUB837337,Vihaan Nair
TCP,192.168.143.134,53077,26.172.210.143,5061,2025-08-28-07:53:22,2025-08-28-07:54:14,52,93.124.176.72,58129,CGNAT-004,user0211,SUB100211,Aadhya Gupta,"104, Gandhi Path, Ahmedabad, India",aadhya.gupta106@gmail.com,919631779717,919631779517,CUST200211,static,23.00467,72.52698,+916250613907,SUB730390,Saanvi Iyer
TCP,192.168.20.184,58836,159.73.136.156,443,2025-08-27-23:23:44,2025-08-27-23:24:58,74,195.198.131.85,8241,BRAS-010,user0264,SUB100264,Ayaan Das,"24, Park Street, Chennai, India",ayaan.das239@gmail.com,919350208021,919350208427,CUST200264,static,13.09045,80.31764,+919783424847,SUB477874,Myra Singh
TCP,192.168.107.154,10314,88.24.15.186,5222,2025-08-27-14:10:50,2025-08-27-14:13:26,156,155.2.145.44,31997,BRAS-004,user0234,SUB100234,Aditya Patel,"190, Nehru Marg, Delhi, India",aditya.patel855@yahoo.com,918303856770,918303856518,CUST200234,static,28.64708,77.18014,+917792809301,404457989435723,
TCP,100.91.96.217,29806,176.39.58.141,443,2025-08-23-18:14:30,2025-08-23-18:15:38,68,20.8.4.156,16511,CGNAT-003,user0272,SUB100272,Vihaan Mehta,"94, Church Street, Delhi, India",vihaan.mehta51@yahoo.com,916022031731,916022031967,CUST200272,static,28.6063,77.20422,+919848495252,404458503393250,Riya Gupta
UDP,100.79.100.165,27290,189.255.217.199,20790,2025-08-26-13:53:47,2025-08-26-13:54:36,49,149.171.231.175,24248,CGNAT-004,user0007,SUB100007,Arjun Iyer,"188, Bannerghatta Rd, Chennai, India",arjun.iyer88@gmail.com,917880957015,917880957303,CUST200007,static,13.09673,80.24492,,SUB409608,
TCP,10.95.76.32,14620,50.18.168.60,443,2025-08-25-19:06:20,2025-08-25-19:08:27,127,93.11.122.205,33426,CGNAT-005,user0227,SUB100227,Ananya Pandey,"11, MG Road, Chennai, India",ananya.pandey127@outlook.com,916728326842,916728326508,CUST200227,dynamic,13.08478,80.27551,+918900804046,SUB211567,Ira Khan
TCP,10.42.118.172,15272,183.166.190.179,5222,2025-08-23-10:30:39,2025-08-23-10:30:46,7,186.188.125.76,10185,CGNAT-002,user0225,SUB100225,Arjun Sharma,"162, Gandhi Path, Lucknow, India",arjun.sharma462@example.in,919501102481,919501102346,CUST200225,dynamic,26.84277,80.95666,,,Ira Mishra
TCP,77.75.4.69,20496,45.8.91.49,443,2025-08-26-15:26:48,2025-08-26-15:28:45,117,77.75.4.69,0,BRAS-007,user0259,SUB100259,Sara Sharma,"33, Park Street, Chennai, India",sara.sharma642@example.in,916681149216,916681149334,CUST200259,static,13.10963,80.31957,+917105810095,SUB588069,Aarav Iyer
TCP,10.75.254.208,5717,199.117.105.1,443,2025-08-29-10:51:24,2025-08-29-10:53:58,154,174.18.244.183,8262,BRAS-006,user0250,SUB100250,Ishita Patel,"236, Station Rd, Hyderabad, India",ishita.patel123@gmail.com,917373334333,917373334952,CUST200250,dynamic,17.42592,78.51356,+918397594898,SUB174291,Reyansh Shah
TCP,10.95.229.89,34536,153.216.223.211,80,2025-08-26-19:21:52,2025-08-26-19:23:18,86,47.129.112.82,20391,CGNAT-003,user0012,SUB100012,Vivaan Nair,"201, Bannerghatta Rd, Bengaluru, India",vivaan.nair949@yahoo.com,916132677360,916132677606,CUST200012,dynamic,12.95875,77.58404,+919437786857,,Arjun Kumar
UDP,100.80.195.126,56186,80.45.118.220,53,2025-08-26-19:36:41,2025-08-26-19:37:35,54,122.172.181.50,2807,CGNAT-002,user0296,SUB100296,Vivaan Khan,"207, MG Road, Chennai, India",vivaan.khan557@example.in,918474212309,918474212077,CUST200296,dynamic,13.13734,80.22115,+919373061577,404458789056620,Aadhya Yadav
ICMP,100.123.83.134,0,7.63.29.146,0,2025-08-27-19:42:27,2025-08-27-19:45:57,210,5.151.204.0,15209,BRAS-008,user0057,SUB100057,Aarohi Tiwari,"173, Nehru Marg, Delhi, India",aarohi.tiwari378@example.in,916712368516,916712368481,CUST200057,dynamic,28.61606,77.19312,+918294582864,SUB454478,Aditya Das
UDP,172.22.108.207,46250,147.159.138.40,27673,2025-08-28-05:16:41,2025-08-28-05:19:54,193,186.155.149.50,15901,BRAS-004,user0128,SUB100128,Vivaan Bose,"241, Park Street, Chennai, India",vivaan.bose826@example.in,919700886008,919700886840,CUST200128,static,13.09574,80.25942,+916965454407,SUB310479,Vivaan Iyer
TCP,172.23.184.139,22639,71.184.137.82,443,2025-08-29-01:35:25,2025-08-29-01:35:54,29,14.194.56.214,26144,BRAS-009,user0168,SUB100168,Arjun Gupta,"43, Bannerghatta Rd, Hyderabad, India",arjun.gupta109@outlook.com,918456557431,918456557291,CUST200168,dynamic,17.36487,78.49606,+919878315794,,Ayaan Iyer
TCP,172.25.67.160,36624,32.215.30.201,443,2025-08-25-05:42:42,2025-08-25-05:46:36,234,24.28.177.112,6395,BRAS-009,user0099,SUB100099,Ira Khan,"62, Bannerghatta Rd, Bengaluru, India",ira.khan327@gmail.com,919735925556,919735925588,CUST200099,static,12.97145,77.5897,+916713095085,SUB774205,Aditya Yadav
TCP,172.16.83.167,8509,166.233.181.175,443,2025-08-29-17:29:34,2025-08-29-17:31:59,145,22.102.188.44,36182,BRAS-011,user0142,SUB100142,Krishna Khan,"18, Nehru Marg, Kolkata, India",krishna.khan327@example.in,916125457387,916125457717,CUST200142,static,22.53929,88.34975,+916825775783,404455174382169,Aditya Reddy
UDP,192.168.213.40,59638,159.208.244.17,53,2025-08-25-02:04:15,2025-08-25-02:04:42,27,147.152.218.174,32288,BRAS-011,user0259,SUB100259,Sara Sharma,"33, Park Street, Chennai, India",sara.sharma642@example.in,916681149216,916681149334,CUST200259,static,13.10963,80.31957,+919208861960,SUB523467,Ayaan Gupta
UDP,172.17.180.11,8257,202.96.1.145,53,2025-08-27-15:12:03,2025-08-27-15:14:31,148,125.134.110.171,9166,CGNAT-001,user0193,SUB100193,Saanvi Singh,"200, MG Road, Hyderabad, India",saanvi.singh886@gmail.com,918140602933,918140602346,CUST200193,dynamic,17.39819,78.50243,,SUB426336,Aarohi Das
UDP,10.141.138.84,44468,110.195.94.0,16692,2025-08-29-17:55:55,2025-08-29-17:56:42,47,158.171.239.253,36055,BRAS-007,user0147,SUB100147,Sara Singh,"176, Bannerghatta Rd, Ahmedabad, India",sara.singh419@example.in,919422579050,919422579236,CUST200147,dynamic,23.01539,72.5767,+919603843242,404457816483039,Arjun Das
TCP,192.168.104.9,7231,212.63.70.223,443,2025-08-29-06:07:21,2025-08-29-06:10:09,168,220.143.227.125,16965,CGNAT-004,user0291,SUB100291,Muhammad Gupta,"64, Gandhi Path, Ahmedabad, India",muhammad.gupta909@example.in,916604633312,916604633975,CUST200291,dynamic,23.01369,72.53924,+919219253743,SUB826980,Aadhya Singh
TCP,93.212.121.124,55602,209.102.225.181,22,2025-08-28-15:05:18,2025-08-28-15:10:28,310,93.212.121.124,0,BRAS-004,user0143,SUB100143,Vihaan Sharma,"164, Gandhi Path, Pune, India",vihaan.sharma191@outlook.com,918123828258,918123828736,CUST200143,dynamic,18.52831,73.85827,+916934912670,SUB860626,Reyansh Mishra
ICMP,192.168.155.219,0,22.179.186.219,0,2025-08-25-07:41:30,2025-08-25-07:43:06,96,105.23.226.227,15305,BRAS-002,user0189,SUB100189,Myra Bose,"69, Link Road, Pune, India",myra.bose943@example.in,919024629960,919024629530,CUST200189,static,18.56853,73.84297,+919555152557,,
TCP,172.27.41.199,51067,19.173.20.123,80,2025-08-26-17:58:37,2025-08-26-18:00:37,120,12.31.220.11,8483,CGNAT-001,user0179,SUB100179,Reyansh Das,"20, Church Street, Lucknow, India",reyansh.das764@yahoo.com,916969029593,916969029172,CUST200179,dynamic,26.8208,80.94177,,404457862746692,Vivaan Shah
TCP,172.17.214.182,53615,30.219.86.140,80,2025-08-23-08:48:49,2025-08-23-08:52:29,220,99.150.166.52,15560,BRAS-003,user0227,SUB100227,Ananya Pandey,"11, MG Road, Chennai, India",ananya.pandey127@outlook.com,916728326842,916728326508,CUST200227,dynamic,13.08478,80.27551,+919686599543,,Aditya Pillai
TCP,192.168.68.140,50458,176.114.127.169,5061,2025-08-25-02:02:57,2025-08-25-02:04:26,89,148.17.189.153,3424,BRAS-008,user0293,SUB100293,Sara Khan,"213, Bannerghatta Rd, Chennai, India",sara.khan475@outlook.com,916347644726,916347644908,CUST200293,static,13.0474,80.24558,,404453970606028,Sai Kumar
TCP,172.25.159.62,20413,128.230.211.223,22,2025-08-28-12:26:33,2025-08-28-12:29:00,147,91.117.52.65,50158,CGNAT-003,user0249,SUB100249,Sai Nair,"81, Link Road, Mumbai, India",sai.nair488@outlook.com,917565880434,917565880651,CUST200249,static,19.01628,72.83285,+918534986663,,Vivaan Chopra
TCP,210.1.19.7,57881,39.52.191.18,80,2025-08-26-10:08:17,2025-08-26-10:11:06,169,210.1.19.7,0,BRAS-007,user0052,SUB100052,Aditya Khan,"106, Ring Road, Kolkata, India",aditya.khan544@outlook.com,916172400504,916172400562,CUST200052,static,22.54459,88.35774,+919900666455,SUB366630,
TCP,172.18.83.248,64008,112.29.47.229,22,2025-08-23-09:54:54,2025-08-23-09:56:43,109,82.120.219.131,51958,BRAS-003,user0288,SUB100288,Diya Patel,"239, Ring Road, Chennai, India",diya.patel672@outlook.com,918782329832,918782329826,CUST200288,static,13.12279,80.30814,,404456970150004,Aarav Patel
TCP,179.88.39.157,49505,142.194.63.8,443,2025-08-29-22:54:50,2025-08-29-22:58:54,244,179.88.39.157,0,BRAS-009,user0259,SUB100259,Sara Sharma,"33, Park Street, Chennai, India",sara.sharma642@example.in,916681149216,916681149334,CUST200259,static,13.10963,80.31957,,SUB918591,Vivaan Singh
TCP,222.30.17.156,28612,209.163.118.81,443,2025-08-24-06:38:00,2025-08-24-06:40:42,162,222.30.17.156,0,BRAS-007,user0246,SUB100246,Muhammad Sharma,"4, Station Rd, Pune, India",muhammad.sharma531@outlook.com,917920530214,917920530566,CUST200246,static,18.51181,73.87032,,,
TCP,10.31.27.144,26921,91.166.97.44,80,2025-08-27-03:33:21,2025-08-27-03:37:55,274,178.59.12.67,36544,BRAS-007,user0040,SUB100040,Arjun Tiwari,"151, Gandhi Path, Jaipur, India",arjun.tiwari881@yahoo.com,918131869993,918131869677,CUST200040,dynamic,26.9261,75.76744,+918825638469,SUB278285,
TCP,192.168.81.127,21599,198.166.174.181,443,2025-08-29-21:57:30,2025-08-29-22:01:56,266,59.215.80.84,7172,BRAS-008,user0099,SUB100099,Ira Khan,"62, Bannerghatta Rd, Bengaluru, India",ira.khan327@gmail.com,919735925556,919735925588,CUST200099,static,12.97145,77.5897,+918601890668,404458344357366,
TCP,100.102.66.158,44374,166.142.133.27,22,2025-08-25-15:36:23,2025-08-25-15:39:11,168,102.98.167.22,35188,BRAS-010,user0246,SUB100246,Muhammad Sharma,"4, Station Rd, Pune, India",muhammad.sharma531@outlook.com,917920530214,917920530566,CUST200246,static,18.51181,73.87032,+919964960897,,Arjun Patel
